game_id,name,difficulty,mechanism,bank_size,board_size,generator_params,AI_policy,rating_metric,observed_distribution,overlap,meaningfully_distinct,finding,fix
25,RACE TO TARGET,NORMAL,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x1; mode 1: 1x1,target 31/add 1..3,75% exact-policy branch; 25% random,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,84/102 optimal on common decision opportunities; 128 total positions,Random branch may choose an optimal move; 75% branch rate is not 75% success rate,YES,PASS,None
25,RACE TO TARGET,HARD,CPU policy and initial position,mode 0: 0; mode 1: 0,mode 0: 1x1; mode 1: 1x1,target 23/add 1..4,exact outcome-optimal policy,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,102/102 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
25,RACE TO TARGET,MASTER,Verified forced-win tactical starts; CPU identical to HARD,mode 0: 30; mode 1: 30,mode 0: 1x1; mode 1: 1x1,Full enumerated mode-specific bank; human can force a win,same exact policy as HARD,Optimal decisions only where legal choices differ in outcome; pre-existing independent exact-table audit,102/102 optimal on common decision opportunities; 128 total positions,HARD/MASTER CPU deliberately identical: 128/128 board and RNG decisions match; starts differ,YES,PASS,None
26,2048,EASY,TARGET terminal goal; CLASSIC fixed rules,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 4x4,TARGET=512; CLASSIC keeps playing after 2048,None,"Exact terminal goal, not altered spawn rate",Identical initial board/RNG at equal seed across levels; 90% 2 / 10% 4 spawn rule unchanged,CLASSIC level is an intentional no-op; app hides level and starts NORMAL; old E/N/H preserved,TARGET YES; CLASSIC FIXED EXCEPTION,FIXED EXCEPTION,Removed stale rules claim that cumulative records persist
26,2048,NORMAL,TARGET terminal goal; CLASSIC fixed rules,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 4x4,TARGET=1024; CLASSIC keeps playing after 2048,None,"Exact terminal goal, not altered spawn rate",Identical initial board/RNG at equal seed across levels; 90% 2 / 10% 4 spawn rule unchanged,CLASSIC level is an intentional no-op; app hides level and starts NORMAL; old E/N/H preserved,TARGET YES; CLASSIC FIXED EXCEPTION,FIXED EXCEPTION,Removed stale rules claim that cumulative records persist
26,2048,HARD,TARGET terminal goal; CLASSIC fixed rules,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 4x4,TARGET=2048; CLASSIC keeps playing after 2048,None,"Exact terminal goal, not altered spawn rate",Identical initial board/RNG at equal seed across levels; 90% 2 / 10% 4 spawn rule unchanged,CLASSIC level is an intentional no-op; app hides level and starts NORMAL; old E/N/H preserved,TARGET YES; CLASSIC FIXED EXCEPTION,FIXED EXCEPTION,Removed stale rules claim that cumulative records persist
26,2048,MASTER,TARGET terminal goal; CLASSIC fixed rules,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 4x4,TARGET=8192; CLASSIC keeps playing after 2048,None,"Exact terminal goal, not altered spawn rate",Identical initial board/RNG at equal seed across levels; 90% 2 / 10% 4 spawn rule unchanged,CLASSIC level is an intentional no-op; app hides level and starts NORMAL; old E/N/H preserved,TARGET YES; CLASSIC FIXED EXCEPTION,FIXED EXCEPTION,Removed stale rules claim that cumulative records persist
27,SLIDING,EASY,Solvable legal shuffle and Manhattan lower-bound acceptance,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 4x4,"80 shuffle steps, Manhattan threshold 6, <=16 attempts",None,3x3 exhaustive BFS distance; 4x4 Manhattan lower bound only,"[{""exact_shortest_moves"": {""distinct"": 10, ""max"": 28, ""mean"": 21.9219, ""median"": 22.0, ""min"": 10}, ""manhattan_lower_bound"": {""distinct"": 8, ""max"": 20, ""mean"": 14.0938, ""median"": 14.0, ""min"": 6}, ""mode"": 0}, {""manhattan_lower_bound"": {""distinct"": 12, ""max"": 40, ""mean"": 28.3125, ""median"": 28.0, ""min"": 18}, ""mode"": 1}]",E/N/H shortest-distance ranges overlap strongly; shuffle count is not difficulty,Mechanism YES; E/N separation REVIEW REQUIRED,REVIEW REQUIRED,No calibration change; retain seeds and label evidence limitations
27,SLIDING,NORMAL,Solvable legal shuffle and Manhattan lower-bound acceptance,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 4x4,"160 shuffle steps, Manhattan threshold 10, <=16 attempts",None,3x3 exhaustive BFS distance; 4x4 Manhattan lower bound only,"[{""exact_shortest_moves"": {""distinct"": 9, ""max"": 28, ""mean"": 22.1875, ""median"": 22.0, ""min"": 12}, ""manhattan_lower_bound"": {""distinct"": 6, ""max"": 20, ""mean"": 14.375, ""median"": 14.0, ""min"": 10}, ""mode"": 0}, {""manhattan_lower_bound"": {""distinct"": 13, ""max"": 46, ""mean"": 34.0938, ""median"": 34.0, ""min"": 20}, ""mode"": 1}]",E/N/H shortest-distance ranges overlap strongly; shuffle count is not difficulty,Mechanism YES; E/N separation REVIEW REQUIRED,REVIEW REQUIRED,No calibration change; retain seeds and label evidence limitations
27,SLIDING,HARD,Solvable legal shuffle and Manhattan lower-bound acceptance,mode 0: 0; mode 1: 0,mode 0: 3x3; mode 1: 4x4,"240 shuffle steps, Manhattan threshold 14, <=16 attempts",None,3x3 exhaustive BFS distance; 4x4 Manhattan lower bound only,"[{""exact_shortest_moves"": {""distinct"": 8, ""max"": 28, ""mean"": 23.25, ""median"": 24.0, ""min"": 14}, ""manhattan_lower_bound"": {""distinct"": 4, ""max"": 20, ""mean"": 15.8438, ""median"": 16.0, ""min"": 14}, ""mode"": 0}, {""manhattan_lower_bound"": {""distinct"": 14, ""max"": 50, ""mean"": 36.25, ""median"": 36.0, ""min"": 24}, ""mode"": 1}]",E/N/H shortest-distance ranges overlap strongly; shuffle count is not difficulty,Mechanism YES; E/N separation REVIEW REQUIRED,REVIEW REQUIRED,No calibration change; retain seeds and label evidence limitations
27,SLIDING,MASTER,Certified long starts,mode 0: 2; mode 1: 30,mode 0: 3x3; mode 1: 4x4,3x3 exact 31; 4x4 400-step witness and lower bound >=48,None,3x3 exhaustive BFS distance; 4x4 Manhattan lower bound only,"[{""exact_shortest_moves"": {""distinct"": 1, ""max"": 31, ""mean"": 31, ""median"": 31.0, ""min"": 31}, ""manhattan_lower_bound"": {""distinct"": 1, ""max"": 21, ""mean"": 21, ""median"": 21.0, ""min"": 21}, ""mode"": 0}, {""manhattan_lower_bound"": {""distinct"": 3, ""max"": 52, ""mean"": 49.0667, ""median"": 48.0, ""min"": 48}, ""mode"": 1}]",E/N/H shortest-distance ranges overlap strongly; shuffle count is not difficulty,Mechanism YES; E/N separation REVIEW REQUIRED,PASS,No calibration change; retain seeds and label evidence limitations
28,LIGHTS OUT,EASY,4x4 certified minimum presses; 5x5 constructive pressing,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 5x5,revision 3 4x4 minimum 2; 5x5 4 generating presses,No CPU; GF(2) hint does not promise fewest presses,Independent exhaustive first-row row-chasing minimum,"[{""exact_minimum_presses"": {""distinct"": 1, ""max"": 2, ""mean"": 2, ""median"": 2.0, ""min"": 2}, ""mode"": 0}, {""exact_minimum_presses"": {""distinct"": 1, ""max"": 4, ""mean"": 4, ""median"": 4.0, ""min"": 4}, ""mode"": 1}]",4x4 new E/N/H/M 2/4/5/6 do not overlap; 5x5 H/M ranges overlap,"4x4 YES; 5x5 distribution YES, human ranking uncalibrated",FIXED,Revision 3 fixes 4x4 inverse grading; revision <=2 preserves initial boards and RNG; <=16 candidates plus verified fallback
28,LIGHTS OUT,NORMAL,4x4 certified minimum presses; 5x5 constructive pressing,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 5x5,revision 3 4x4 minimum 4; 5x5 8 generating presses,No CPU; GF(2) hint does not promise fewest presses,Independent exhaustive first-row row-chasing minimum,"[{""exact_minimum_presses"": {""distinct"": 1, ""max"": 4, ""mean"": 4, ""median"": 4.0, ""min"": 4}, ""mode"": 0}, {""exact_minimum_presses"": {""distinct"": 2, ""max"": 8, ""mean"": 7.9844, ""median"": 8.0, ""min"": 6}, ""mode"": 1}]",4x4 new E/N/H/M 2/4/5/6 do not overlap; 5x5 H/M ranges overlap,"4x4 YES; 5x5 distribution YES, human ranking uncalibrated",FIXED,Revision 3 fixes 4x4 inverse grading; revision <=2 preserves initial boards and RNG; <=16 candidates plus verified fallback
28,LIGHTS OUT,HARD,4x4 certified minimum presses; 5x5 constructive pressing,mode 0: 0; mode 1: 0,mode 0: 4x4; mode 1: 5x5,revision 3 4x4 minimum 5; 5x5 18 generating presses,No CPU; GF(2) hint does not promise fewest presses,Independent exhaustive first-row row-chasing minimum,"[{""exact_minimum_presses"": {""distinct"": 1, ""max"": 5, ""mean"": 5, ""median"": 5.0, ""min"": 5}, ""mode"": 0}, {""exact_minimum_presses"": {""distinct"": 5, ""max"": 14, ""mean"": 10.0781, ""median"": 10.0, ""min"": 6}, ""mode"": 1}]",4x4 new E/N/H/M 2/4/5/6 do not overlap; 5x5 H/M ranges overlap,"4x4 YES; 5x5 distribution YES, human ranking uncalibrated",FIXED,Revision 3 fixes 4x4 inverse grading; revision <=2 preserves initial boards and RNG; <=16 candidates plus verified fallback
28,LIGHTS OUT,MASTER,Certified minimum-press banks,mode 0: 30; mode 1: 30,mode 0: 4x4; mode 1: 5x5,4x4 exact 6; 5x5 exact 12..14,No CPU; GF(2) hint does not promise fewest presses,Independent exhaustive first-row row-chasing minimum,"[{""exact_minimum_presses"": {""distinct"": 1, ""max"": 6, ""mean"": 6, ""median"": 6.0, ""min"": 6}, ""mode"": 0}, {""exact_minimum_presses"": {""distinct"": 3, ""max"": 14, ""mean"": 12.2667, ""median"": 12.0, ""min"": 12}, ""mode"": 1}]",4x4 new E/N/H/M 2/4/5/6 do not overlap; 5x5 H/M ranges overlap,"4x4 YES; 5x5 distribution YES, human ranking uncalibrated",PASS,Revision 3 fixes 4x4 inverse grading; revision <=2 preserves initial boards and RNG; <=16 candidates plus verified fallback
37,REVERSI,EASY,Bounded CPU search depth/node budget; common opening,mode 0: 0; mode 1: 0,mode 0: 8x8; mode 1: 8x8,Standard 8x8 opening for every level,random legal,"Actual visited nodes, completed depth and chosen-move changes on common reachable positions","{""completed_depth"": {""distinct"": 1, ""max"": 0, ""mean"": 0, ""median"": 0.0, ""min"": 0}, ""different_choice_from_previous_level"": null, ""level"": 0, ""nodes"": {""distinct"": 1, ""max"": 0, ""mean"": 0, ""median"": 0.0, ""min"": 0}, ""positions"": 64}",Some positions choose the same move; higher budgets are not proof of universally stronger play,YES,PASS,None; no full-game exact or human-skill claim
37,REVERSI,NORMAL,Bounded CPU search depth/node budget; common opening,mode 0: 0; mode 1: 0,mode 0: 8x8; mode 1: 8x8,Standard 8x8 opening for every level,1 ply / 256 nodes,"Actual visited nodes, completed depth and chosen-move changes on common reachable positions","{""completed_depth"": {""distinct"": 1, ""max"": 1, ""mean"": 1, ""median"": 1.0, ""min"": 1}, ""different_choice_from_previous_level"": 54, ""level"": 1, ""nodes"": {""distinct"": 16, ""max"": 16, ""mean"": 7.5625, ""median"": 7.0, ""min"": 1}, ""positions"": 64}",Some positions choose the same move; higher budgets are not proof of universally stronger play,YES,PASS,None; no full-game exact or human-skill claim
37,REVERSI,HARD,Bounded CPU search depth/node budget; common opening,mode 0: 0; mode 1: 0,mode 0: 8x8; mode 1: 8x8,Standard 8x8 opening for every level,up to 3 plies / 1500 nodes,"Actual visited nodes, completed depth and chosen-move changes on common reachable positions","{""completed_depth"": {""distinct"": 2, ""max"": 3, ""mean"": 2.9531, ""median"": 3.0, ""min"": 2}, ""different_choice_from_previous_level"": 29, ""level"": 2, ""nodes"": {""distinct"": 59, ""max"": 1500, ""mean"": 544.4062, ""median"": 456.5, ""min"": 5}, ""positions"": 64}",Some positions choose the same move; higher budgets are not proof of universally stronger play,YES,PASS,None; no full-game exact or human-skill claim
37,REVERSI,MASTER,Bounded CPU search depth/node budget; common opening,mode 0: 0; mode 1: 0,mode 0: 8x8; mode 1: 8x8,Standard 8x8 opening for every level,up to 5 plies / 6000 nodes,"Actual visited nodes, completed depth and chosen-move changes on common reachable positions","{""completed_depth"": {""distinct"": 3, ""max"": 5, ""mean"": 4.0469, ""median"": 4.0, ""min"": 3}, ""different_choice_from_previous_level"": 22, ""level"": 3, ""nodes"": {""distinct"": 20, ""max"": 6000, ""mean"": 4848.9062, ""median"": 6000.0, ""min"": 9}, ""positions"": 64}",Some positions choose the same move; higher budgets are not proof of universally stronger play,YES,PASS,None; no full-game exact or human-skill claim
38,NET,EASY,Larger seeded tree-rotation puzzle,mode 0: 0,mode 0: 3x3,9 cells; nonwrapping tree plus rotations,None,"Cells, leaves and degree>=3 junctions; no human rating or uniqueness guarantee","{""cells"": 9, ""junctions_degree_at_least_3"": {""distinct"": 3, ""max"": 3, ""mean"": 1.9688, ""median"": 2.0, ""min"": 1}, ""leaves"": {""distinct"": 4, ""max"": 6, ""mean"": 4.3281, ""median"": 4.0, ""min"": 3}}","Same construction algorithm; larger area is a structural difference, not calibrated human difficulty",YES,PASS,None
38,NET,NORMAL,Larger seeded tree-rotation puzzle,mode 0: 0,mode 0: 4x4,16 cells; nonwrapping tree plus rotations,None,"Cells, leaves and degree>=3 junctions; no human rating or uniqueness guarantee","{""cells"": 16, ""junctions_degree_at_least_3"": {""distinct"": 5, ""max"": 6, ""mean"": 3.8281, ""median"": 4.0, ""min"": 2}, ""leaves"": {""distinct"": 6, ""max"": 9, ""mean"": 6.5469, ""median"": 6.5, ""min"": 4}}","Same construction algorithm; larger area is a structural difference, not calibrated human difficulty",YES,PASS,None
38,NET,HARD,Larger seeded tree-rotation puzzle,mode 0: 0,mode 0: 5x5,25 cells; nonwrapping tree plus rotations,None,"Cells, leaves and degree>=3 junctions; no human rating or uniqueness guarantee","{""cells"": 25, ""junctions_degree_at_least_3"": {""distinct"": 7, ""max"": 9, ""mean"": 6.1406, ""median"": 6.0, ""min"": 3}, ""leaves"": {""distinct"": 7, ""max"": 12, ""mean"": 9.5938, ""median"": 10.0, ""min"": 6}}","Same construction algorithm; larger area is a structural difference, not calibrated human difficulty",YES,PASS,None
38,NET,MASTER,Larger seeded tree-rotation puzzle,mode 0: 0,mode 0: 6x6,36 cells; nonwrapping tree plus rotations,None,"Cells, leaves and degree>=3 junctions; no human rating or uniqueness guarantee","{""cells"": 36, ""junctions_degree_at_least_3"": {""distinct"": 9, ""max"": 14, ""mean"": 9.0391, ""median"": 9.0, ""min"": 6}, ""leaves"": {""distinct"": 9, ""max"": 17, ""mean"": 12.9453, ""median"": 13.0, ""min"": 8}}","Same construction algorithm; larger area is a structural difference, not calibrated human difficulty",YES,PASS,None
